level_0,index,InChIKey,Solubility,SMILES,M,N_atoms,N_aroma_cycles,N_aroma_heterocycles,TPSA,logP,MP
5823,5876,OELZFJUWWFRWLC-UHFFFAOYSA-N,-2.430843799486928,CCN(CC)C1C=C2OC3=CC(C=CC3=NC2=CC=1)=[N+](CC)CC,324.44800000000015,50,1,0,32.28,3.5908000000000024,163.0
5824,5877,OEMSKMUAMXLNKL-UHFFFAOYSA-N,-1.0999943697,CC1=CCC2C(C1)C(=O)OC2=O,166.176,22,0,0,43.370000000000005,1.0423,61.25
5828,5881,OEQQFQXMCPMEIH-UHFFFAOYSA-N,-2.266339894747661,NC1=NC2C(Cl)=CC=CC=2S1,184.65099999999998,16,1,1,38.91,2.5319000000000003,204.0
5832,5885,OEVIJAZJVZDBQL-UHFFFAOYSA-N,-3.5342474855,CC1(C)CCC=C(C1)C(=O)CCC=C,192.30199999999996,34,0,0,17.07,3.6582000000000026,-20.0
5833,5886,OEVIJAZJVZDBQL-UHFFFAOYSA-N,-3.534236875960873,CC1(C)CC(=CCC1)C(=O)CCC=C,192.30199999999996,34,0,0,17.07,3.6582000000000026,-20.0
5835,5888,OEXFOCUVCQCIRJ-UHFFFAOYSA-N,-3.847321161537044,CC1=NN(C2=CC(Cl)=CC=C2)C(=O)C1N=NC1C=C(C=CC=1O)S(=O)(=O)NC,421.86600000000016,44,2,0,123.78999999999999,2.8287000000000004,278.0
5837,5890,OEYHHMLIRPBEEB-UHFFFAOYSA-N,-4.234476660141072,O=C(C1C=CC=CC=1)N1N=CC2=C1N=CNC2=O,240.22199999999998,26,1,2,80.64,0.8081,271.0
5839,5892,OFBQJSOFQDEBGM-UHFFFAOYSA-N,-5.249408035476333,CCCCC,72.151,17,0,0,0.0,2.1965000000000003,-77.0
5840,5893,OFBQJSOFQDEBGM-UHFFFAOYSA-N,-3.3397284148,CCCCC,72.151,17,0,0,0.0,2.1965000000000003,-77.0
5841,5894,OFBQJSOFQDEBGM-UHFFFAOYSA-N,-3.2727816252,CCCCC,72.151,17,0,0,0.0,2.1965000000000003,-77.0
5842,5895,OFBQJSOFQDEBGM-UHFFFAOYSA-N,-3.1422390111,CCCCC,72.151,17,0,0,0.0,2.1965000000000003,-77.0
5843,5896,OFBQJSOFQDEBGM-UHFFFAOYSA-N,-3.0873903431,CCCCC,72.151,17,0,0,0.0,2.1965000000000003,-77.0
5844,5897,OFBQJSOFQDEBGM-UHFFFAOYSA-N,-3.006984006,CCCCC,72.151,17,0,0,0.0,2.1965000000000003,-77.0
5845,5898,OFBQJSOFQDEBGM-UHFFFAOYSA-N,-2.5572123591,CCCCC,72.151,17,0,0,0.0,2.1965000000000003,-77.0
5846,5901,OFBQJSOFQDEBGM-UHFFFAOYSA-N,-2.0021179105,CCCCC,72.151,17,0,0,0.0,2.1965000000000003,-77.0
5849,5905,OFHHDSQXFXLTKC-UHFFFAOYSA-N,-3.8931862,C=CCCCCCCCCC=O,168.28,32,0,0,17.07,3.4921000000000024,-4.800000000000001
5863,5919,OGHVFBHUBBKMAK-UHFFFAOYSA-N,-7.086591648794808,CCOC=CCCCCCCCC,184.32299999999998,37,0,0,9.23,4.287200000000004,-20.15
5864,5920,OGIVREKRNQXGTA-UHFFFAOYSA-N,-3.5030141363507865,CC1C=CC(=CC=1)S(=O)(=O)C1=CC(O)=C(O)C=C1,264.30199999999996,30,2,0,74.60000000000001,2.239020000000001,180.4
5865,5921,OGLCQHRZUSEXNB-UHFFFAOYSA-N,0.164114299503865,OC1OC2C(OC(=O)C2O)C1O,176.12400000000002,20,0,0,96.22,-2.6492,177.5
5866,5922,OGLDWXZKYODSOB-UHFFFAOYSA-N,-4.493804196568492,CC(C)C1CC=C(C)C=C1,136.238,26,0,0,0.0,3.1648000000000023,-100.0
5867,5923,OGOMAWHSXRDAKZ-UHFFFAOYSA-N,-7.732913040076951,OC1OC(COCC2C=CC=CC=2)C(OCC2C=CC=CC=2)C(OCC2C=CC=CC=2)C1OCC1C=CC=CC=1,540.6560000000003,76,4,0,66.38000000000001,5.676600000000006,152.0
5872,5928,OHAXNCGNVGGWSO-UHFFFAOYSA-N,-5.4738386427,Oc1cc2ccccc2cc1C(=O)Nc3ccc(Cl)cc3,297.741,33,3,0,49.33,4.451100000000001,258.5
5873,5929,OHAXNCGNVGGWSO-UHFFFAOYSA-N,-5.473830893260758,OC1C=C2C=CC=CC2=CC=1C(=O)NC1C=CC(Cl)=CC=1,297.741,33,3,0,49.33,4.451100000000001,258.5
5879,5935,OHJMTUPIZMNBFR-UHFFFAOYSA-N,-0.8313308296486555,NC(=O)NC(N)=O,103.081,12,0,0,98.21000000000001,-1.2666000000000004,188.75
5880,5936,OHJYHAOODFPJOD-UHFFFAOYSA-N,-2.184343913648912,CCCCC(COCCO)CC,174.28399999999996,34,0,0,29.46,2.2117000000000004,-104.9
5884,5940,OHRBQTOZYGEWCJ-UHFFFAOYSA-N,-3.6773468456,CC(C)c1cccc(c1)C(C)CC=O,190.28599999999994,32,1,0,17.07,3.502500000000002,-50.07499999999999
5885,5942,OHRBQTOZYGEWCJ-UHFFFAOYSA-N,-3.6773363874967098,CC(C)C1=CC(=CC=C1)C(C)CC=O,190.28599999999994,32,1,0,17.07,3.502500000000002,-50.07499999999999
5894,5951,OILUAKBAMVLXGF-UHFFFAOYSA-N,-2.563018501601804,CC(CC(O)=O)CC(C)(C)C,158.24099999999996,29,0,0,37.3,2.533400000000001,-77.0
5895,5952,OILUAKBAMVLXGF-UHFFFAOYSA-N,-2.4129424407141835,CC(CC(O)=O)CC(C)(C)C,158.24099999999996,29,0,0,37.3,2.533400000000001,-77.0
5896,5953,OILUAKBAMVLXGF-UHFFFAOYSA-N,-2.3542209788,CC(CC(O)=O)CC(C)(C)C,158.24099999999996,29,0,0,37.3,2.533400000000001,-77.0
5897,5954,OILUAKBAMVLXGF-UHFFFAOYSA-N,-2.3542128051138174,CC(CC(O)=O)CC(C)(C)C,158.24099999999996,29,0,0,37.3,2.533400000000001,-77.0
5900,5957,OIUQBTZLCOMNCC-UHFFFAOYSA-N,-5.930640736057975,CC(=C)C(=O)OCC1CCC2C1C1CC2C(C1)COC(=O)C(C)=C,332.4400000000001,52,0,0,52.6,3.5234000000000023,-59.0
5901,5958,OIWOHHBRDFKZNC-UHFFFAOYSA-N,-3.102067293,CC(=C)C(=O)OC1CCCCC1,168.23599999999996,28,0,0,26.3,2.4384000000000006,-104.0
5902,5959,OIWOHHBRDFKZNC-UHFFFAOYSA-N,-3.095307923849039,CC(=C)C(=O)OC1CCCCC1,168.23599999999996,28,0,0,26.3,2.4384000000000006,-104.0
5903,5960,OIWOHHBRDFKZNC-UHFFFAOYSA-N,-3.0885648226,CC(=C)C(=O)OC1CCCCC1,168.23599999999996,28,0,0,26.3,2.4384000000000006,-104.0
5904,5961,OJDVSCNYYIJNDZ-UHFFFAOYSA-N,-4.533845685065494,COC(=O)C(CNC(=O)C1C=CC=CC=1C(F)(F)F)(C1=NC=C(C=C1Cl)C(F)(F)F)C(=O)OC,512.7900000000002,49,1,1,94.58999999999999,3.7864000000000013,103.2
5905,5962,OJEDLJOFFJSLLI-UHFFFAOYSA-O,-3.249836708904534,CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)C,355.63100000000014,72,0,0,29.1,5.6802000000000055,80.0
5906,5963,OJFSXZCBGQGRNV-UHFFFAOYSA-N,-3.105641442749328,CN(C)CCOC(C1=CC=CC=N1)C1C=CC(Cl)=CC=1,290.794,39,1,1,25.36,3.4026000000000023,25.0
5938,5996,OKIYJTPWVUUWGC-UHFFFAOYSA-N,-8.21455217057537,CCCCC(CNC1=CC=C2C=CC=CC2=C1N=NC1=CC(C)=C(C=C1)N=NC1=CC(C)=CC=C1)CC,491.6830000000003,74,4,0,61.47,10.915739999999989,67.0
5943,6001,OKKVLWNVTCNEPO-UHFFFAOYSA-N,-6.179567954665655,COC1C=C(C=CC=1C=C1OC(=NC2CCCCC2)N(C2CCCCC2)C1=O)N(CC)CC,453.62700000000035,72,1,0,54.370000000000005,5.7625000000000055,132.1
5945,6003,OKOBUGCCXMIKDM-UHFFFAOYSA-N,-7.8041135239,CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,636.9620000000002,110,2,0,98.66000000000001,8.646000000000008,159.0
5946,6004,OKOBUGCCXMIKDM-UHFFFAOYSA-N,-5.8041135239,CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,636.9620000000002,110,2,0,98.66000000000001,8.646000000000008,159.0
5947,6005,OKOCIUJVPQKDLL-UHFFFAOYSA-N,-4.0571851475,C[N+](C)(CCCN[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,570.3679999999999,54,0,0,86.30000000000001,2.2511,150.0
5948,6006,OKOCIUJVPQKDLL-UHFFFAOYSA-N,-4.057184110550386,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,570.3679999999999,54,0,0,86.30000000000001,2.2511,150.0
5949,6007,OKVLJDBLLKNOQZ-UHFFFAOYSA-N,-5.39148651162487,CC(CC(=O)NCC(CCCC)CC)CC(C)(C)C,269.47299999999996,54,0,0,29.1,4.781400000000005,-77.0
5951,6009,OLEJYVBTZPUQDX-UHFFFAOYSA-N,-2.9170001587,Cc1ccc(C(N)=O)c(O)c1,151.16500000000002,20,1,0,63.32000000000001,0.79952,183.0
5952,6010,OLEJYVBTZPUQDX-UHFFFAOYSA-N,-2.916993169041753,CC1C=CC(C(N)=O)=C(O)C=1,151.16500000000002,20,1,0,63.32000000000001,0.79952,183.0
5954,6012,OLFNXLXEGXRUOI-UHFFFAOYSA-N,-7.9519026082,CC(C)(c1ccccc1)c2cc(n3nc4ccccc4n3)c(O)c(c2)C(C)(C)c5ccccc5,447.58200000000016,63,4,1,50.94,6.777900000000007,139.2
5955,6013,OLFNXLXEGXRUOI-UHFFFAOYSA-N,-7.500346718255548,CC(C)(C1C=C(C(O)=C(C=1)N1N=C2C=CC=CC2=N1)C(C)(C)C1C=CC=CC=1)C1C=CC=CC=1,447.58200000000016,63,4,1,50.94,6.777900000000007,139.2
5956,6014,OLFNXLXEGXRUOI-UHFFFAOYSA-N,-7.0488126213,CC(C)(c1ccccc1)c2cc(n3nc4ccccc4n3)c(O)c(c2)C(C)(C)c5ccccc5,447.58200000000016,63,4,1,50.94,6.777900000000007,139.2
5959,6017,OLNTVTPDXPETLC-UHFFFAOYSA-N,-4.68480427305165,OC1C=CC(=CC=1)C1C(CCC(O)C2C=CC(F)=CC=2)C(=O)N1C1C=CC(F)=CC=1,409.4320000000001,51,3,0,60.77,4.8883000000000045,165.0
5960,6018,OLPGHBILOFNQNR-UHFFFAOYSA-N,-2.71751091493059,CC1C=C(OC)C(=CC=1)OC(=O)OC,196.20199999999997,26,1,0,44.760000000000005,2.1488199999999997,52.225000000000016
5967,6025,OMHOXRVODFQGCA-UHFFFAOYSA-N,-3.973780510910076,CC1C=C(CC2=CC(C)=C(N)C(C)=C2)C=C(C)C=1N,254.37699999999998,41,2,0,52.04,3.675480000000002,122.0
5968,6026,OMIGHNLMNHATMP-UHFFFAOYSA-N,0.9351079333,OCCOC(=O)C=C,116.11599999999999,16,0,0,46.53,-0.29210000000000025,-60.0
5969,6027,OMNWKPZIFZJANV-UHFFFAOYSA-N,-4.9372094561,[O-][N+](=O)c1ccccc1c2ccc(Cl)cc2,233.654,24,2,0,43.14,3.9152000000000022,62.5
5970,6028,OMNWKPZIFZJANV-UHFFFAOYSA-N,-4.93720280399498,[O-][N+](=O)C1=CC=CC=C1C1C=CC(Cl)=CC=1,233.654,24,2,0,43.14,3.9152000000000022,62.5
5971,6029,OMOSYYVYEGXVHK-UHFFFAOYSA-N,-2.1991308344105067,[O-][N+](=O)C1=CC(=C(C=C1)NC1=CC(=C(C=C1)NC1C=CC=CC=1)S(O)(=O)=O)[N+]([O-])=O,430.39800000000014,44,3,0,164.70999999999998,4.236900000000003,204.5
5972,6030,OMPCVMLFFSQFIX-UHFFFAOYSA-N,-4.685892642525107,CC(C)(C)C1C=C(CNC2C(C(C3C=CC=CC=3)C3C=CC=CC=3)N3CCC2CC3)C(=CC=1)OC,468.6850000000003,75,3,0,24.5,6.377200000000006,131.9
5974,6032,OMQHDIHZSDEIFH-UHFFFAOYSA-N,0.3975093207,CC(=O)C1CCOC1=O,128.127,17,0,0,43.370000000000005,0.13850000000000007,-13.8
5977,6035,OMVSWZDEEGIJJI-UHFFFAOYSA-N,-4.3364172787,CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C,286.412,50,0,0,52.6,3.4356000000000027,-70.0
5978,6036,OMVSWZDEEGIJJI-UHFFFAOYSA-N,-4.336409716660477,CC(C)C(=O)OC(C(C)C)C(C)(C)COC(=O)C(C)C,286.412,50,0,0,52.6,3.4356000000000027,-70.0
5979,6037,OMVSWZDEEGIJJI-UHFFFAOYSA-N,-4.333139569,CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C,286.412,50,0,0,52.6,3.4356000000000027,-70.0
5982,6040,OMXFYKCGCDGYNC-UHFFFAOYSA-N,-4.838808459211269,CCC1(CC=C2CCCC3C=C(C=CC=32)OC)C(=O)CCC1=O,312.4090000000001,47,1,0,43.370000000000005,4.1334000000000035,68.0
5983,6041,OMXFYKCGCDGYNC-UHFFFAOYSA-N,-4.1724955826575645,CCC1(CC=C2CCCC3=CC(=CC=C32)OC)C(=O)CCC1=O,312.4090000000001,47,1,0,43.370000000000005,4.1334000000000035,68.0
5991,6049,ONKLPOGLHLITSO-UHFFFAOYSA-N,-6.124289735936016,CC(CC(C)(C)C)C(COC(=O)C(O)CC(=O)OCC(CCC(C)CC(C)(C)C)C(C)CC(C)(C)C)CCC(C)CC(C)(C)C,639.0590000000001,123,0,0,72.83,10.905799999999994,-12.4
5997,6055,ONONIESHMTZAKB-UHFFFAOYSA-N,1.0083088579,CC(NC=O)C#N,98.105,13,0,0,52.89,-0.35552,-100.0
5998,6056,ONPVMQLRVWKFFL-UHFFFAOYSA-N,-4.8009737888,O=C(OCCCc1ccccc1)c2ccccc2,240.30200000000002,34,2,0,26.3,3.476200000000002,-25.0
5999,6057,ONPVMQLRVWKFFL-UHFFFAOYSA-N,-4.800964829687416,O=C(OCCCC1C=CC=CC=1)C1C=CC=CC=1,240.30200000000002,34,2,0,26.3,3.476200000000002,-25.0
6001,6059,ONXALCWZXZZQSG-UHFFFAOYSA-N,-3.711584098072998,CC(CCCC(C)(C)OC=O)C=C,184.279,33,0,0,26.3,2.9304000000000014,-20.0
6007,6065,OOLUVSIJOMLOCB-UHFFFAOYSA-N,-6.089896174021483,C1CC2C=CC(CCC3C=CC1=CC=3)=CC=2,208.30400000000003,32,2,0,0.0,3.570400000000002,286.5
6008,6066,OOLUVSIJOMLOCB-UHFFFAOYSA-N,-5.169478497,C1Cc2ccc(CCc3ccc1cc3)cc2,208.30400000000003,32,2,0,0.0,3.570400000000002,286.5
6009,6067,OOLUVSIJOMLOCB-UHFFFAOYSA-N,-5.169466505056433,C1CC2C=CC(CCC3C=CC1=CC=3)=CC=2,208.30400000000003,32,2,0,0.0,3.570400000000002,286.5
6013,6071,OPCRGEVPIBLWAY-UHFFFAOYSA-N,-4.440409355000505,CCOC(=O)C=CC=CCCCCC,196.2899999999999,34,0,0,26.3,3.242200000000002,-60.15
6015,6073,OPJWPPVYCOPDCM-UHFFFAOYSA-N,-6.8994811173505095,CCCCC(COC(=O)CCCCCCCCCCCCCCCCC)CC,396.7000000000003,80,0,0,26.3,9.007500000000002,10.0
6028,6086,OPZLDVPRAIERSE-UHFFFAOYSA-N,-7.4564753884,CC(=C)C(=O)OCCCOc1ccc(cc1)C(C)(C)c2ccc(OCCCOC(=O)C(C)=C)cc2,480.6010000000004,71,2,0,71.06,5.788900000000006,-41.0
6029,6087,OPZLDVPRAIERSE-UHFFFAOYSA-N,-7.456467761361787,CC(C)(C1C=CC(=CC=1)OCCCOC(=O)C(C)=C)C1C=CC(=CC=1)OCCCOC(=O)C(C)=C,480.60100000000034,71,2,0,71.06,5.788900000000006,-41.0
6033,6091,OQWQAIRBZGBTBN-UHFFFAOYSA-N,-7.308237133518632,CC(=O)C(N=NC1C=C(C=CC=1OC)[N+]([O-])=O)C(=O)NC1C=CC=CC=1OC,386.3640000000001,46,2,0,132.48999999999998,3.2920000000000016,262.0
6035,6093,ORACIQIJMCYPHQ-UHFFFAOYSA-N,-7.617477081471635,C1=CC(C=CC2C=CC(=CC=2)C2=NC3C=CC=CC=3O2)=CC=C1C1=NC2=CC=CC=C2O1,414.46400000000017,50,4,2,52.06,7.473400000000004,353.9
6036,6094,ORAWFNKFUWGRJG-UHFFFAOYSA-N,-6.8320079078,CCCCCCCCCCCCCCCCCCCCCC(N)=O,339.60800000000006,69,0,0,43.09,7.293600000000008,109.8
6037,6095,ORAWFNKFUWGRJG-UHFFFAOYSA-N,-6.831996162980333,CCCCCCCCCCCCCCCCCCCCCC(N)=O,339.60800000000006,69,0,0,43.09,7.293600000000008,109.8
6038,6096,ORDDDNUMJXPGOC-UHFFFAOYSA-N,-6.9637148666,CC(=O)Nc1cc(ccc1N=Nc2ccc(cc2Cl)[N+]([O-])=O)N(CCOC(C)=O)CCOC(C)=O,505.9150000000004,59,2,0,152.79999999999998,4.554600000000004,130.5
6039,6097,ORDDDNUMJXPGOC-UHFFFAOYSA-N,-6.963709084300247,CC(=O)NC1=CC(=CC=C1N=NC1C=CC(=CC=1Cl)[N+]([O-])=O)N(CCOC(C)=O)CCOC(C)=O,505.9150000000004,59,2,0,152.79999999999998,4.554600000000004,130.5
6041,6099,ORFPWVRKFLOQHK-UHFFFAOYSA-N,-1.7303019818,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,241.295,36,0,1,94.94,0.23820000000000074,137.5
6042,6100,ORFPWVRKFLOQHK-UHFFFAOYSA-N,-1.7235834801,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,241.295,36,0,1,94.94,0.23820000000000074,137.5
6043,6101,ORFPWVRKFLOQHK-UHFFFAOYSA-N,-1.7207356372,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,241.295,36,0,1,94.94,0.23820000000000074,137.5
6044,6102,ORFPWVRKFLOQHK-UHFFFAOYSA-N,-1.7188473974,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,241.295,36,0,1,94.94,0.23820000000000074,137.5
6045,6103,ORFPWVRKFLOQHK-UHFFFAOYSA-N,-1.7169673317,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,241.295,36,0,1,94.94,0.23820000000000074,137.5
6046,6104,ORFPWVRKFLOQHK-UHFFFAOYSA-N,-1.7132314422,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,241.295,36,0,1,94.94,0.23820000000000074,137.5
6047,6105,ORFPWVRKFLOQHK-UHFFFAOYSA-N,-1.7086063241,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,241.295,36,0,1,94.94,0.23820000000000074,137.5
6048,6106,ORLPGMKKCAEWOW-UHFFFAOYSA-N,-3.1793123653,COc1cc(c(OC)cc1Cl)[N+]([O-])=O,217.60799999999998,22,1,0,61.6,2.2654000000000005,140.5
6049,6107,ORLPGMKKCAEWOW-UHFFFAOYSA-N,-3.179309201637574,COC1=CC(=C(C=C1Cl)OC)[N+]([O-])=O,217.60799999999998,22,1,0,61.6,2.2653999999999996,140.5
6050,6108,OROAFUQRIXKEMV-UHFFFAOYSA-N,-4.690372759378883,CCCCC1=NC=C(C=C(CC2=CC=CS2)C(O)=O)N1CC1C=CC(=CC=1)C(O)=O,424.52200000000016,54,1,2,92.42000000000002,4.744400000000003,250.25
6051,6109,ORRXMVISQFUGSY-UHFFFAOYSA-N,-0.8882164965438809,CC1C(=O)C(=O)C=CN1C,139.154,19,0,0,37.38,-0.027800000000000047,270.25
6055,6113,ORWUOIKQQRFRGK-UHFFFAOYSA-N,-3.728129055917344,COC1C=C2CC(=O)N=CCC2=CC=1OC,219.23999999999998,29,1,0,47.89,1.3998,246.0
6057,6115,OSBSFAARYOCBHB-UHFFFAOYSA-N,-0.4253082333334049,CCC[N+](CCC)(CCC)CCC,186.36299999999994,41,0,0,0.0,3.443200000000002,252.22222222222223
6058,6116,OSCJHTSDLYVCQC-UHFFFAOYSA-N,-9.0091675062,CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)NC(C)(C)C)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1,765.9999999999998,115,3,1,156.45999999999998,10.377099999999993,89.5
6059,6117,OSCJHTSDLYVCQC-UHFFFAOYSA-N,-8.59720358475522,CC(C)(C)NC(=O)C1C=CC(=CC=1)NC1N=C(NC2C=CC(=CC=2)C(=O)OCC(CCCC)CC)N=C(NC2C=CC(=CC=2)C(=O)OCC(CCCC)CC)N=1,766.0,115,3,1,156.45999999999998,10.377099999999993,89.5
6060,6118,OSCJHTSDLYVCQC-UHFFFAOYSA-N,-8.1852587653,CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)NC(C)(C)C)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1,765.9999999999998,115,3,1,156.45999999999998,10.377099999999993,89.5
6067,6125,OSMAJVWUIUORGC-UHFFFAOYSA-N,-3.174178999621577,CCC=CCCOC(=O)C(C)C,170.252,30,0,0,26.3,2.541900000000001,-50.0
6069,6127,OSOIQJGOYGSIMF-UHFFFAOYSA-N,-5.589060597105075,O=C1CCCCCCCCCCCCCC1,224.38799999999992,44,0,0,17.07,5.030500000000004,63.0
6070,6128,OSORMYZMWHVFOZ-UHFFFAOYSA-N,-4.019169962978158,O=C(OCCC1C=CC=CC=1)C1C=CC=CC=1,226.275,31,2,0,26.3,3.086100000000002,-8.57
6074,6132,OTERUZJEJFMEEB-UHFFFAOYSA-N,-3.6623544532,CCCCC(C#N)c1ccccc1,173.25900000000001,28,1,0,23.79,3.4839800000000025,-25.0
6075,6133,OTERUZJEJFMEEB-UHFFFAOYSA-N,-3.662342411693353,CCCCC(C#N)C1C=CC=CC=1,173.25900000000001,28,1,0,23.79,3.4839800000000025,-25.0
6077,6135,OTGQIQQTPXJQRG-UHFFFAOYSA-N,-5.5152815814,CCCCCCCCCCCCCCCCCC(=O)NCCO,327.553,64,0,0,49.33,5.356400000000005,88.8
6078,6136,OTGQIQQTPXJQRG-UHFFFAOYSA-N,-5.515271032546812,CCCCCCCCCCCCCCCCCC(=O)NCCO,327.553,64,0,0,49.33,5.356400000000005,88.8
6082,6140,OTLUQGRIZUTBMU-UHFFFAOYSA-N,-6.229835485227701,COC(=O)C1C=C(C=CC=1OC(=O)C1=CC2=CC=C(C=C2C=C1)OC(=O)OCCCCOC(=O)C=C)OC(=O)C1=CC2=CC=C(C=C2C=C1)OC(=O)OCCCCOC(=O)C=C,848.8100000000001,102,5,0,202.55999999999997,8.267600000000007,105.4
6091,6149,OTXINXDGSUFPNU-UHFFFAOYSA-N,-3.2101365222,CC(C)(C)c1ccc(C=O)cc1,162.23199999999997,26,1,0,17.07,2.7966000000000015,-20.0
6092,6150,OTXINXDGSUFPNU-UHFFFAOYSA-N,-3.1309552762,CC(C)(C)c1ccc(C=O)cc1,162.23199999999997,26,1,0,17.07,2.7966000000000015,-20.0
6093,6151,OTXINXDGSUFPNU-UHFFFAOYSA-N,-3.108610056516293,CC(C)(C)C1C=CC(C=O)=CC=1,162.23199999999997,26,1,0,17.07,2.7966000000000015,-20.0
6094,6152,OTXINXDGSUFPNU-UHFFFAOYSA-N,-3.0862848812,CC(C)(C)c1ccc(C=O)cc1,162.23199999999997,26,1,0,17.07,2.7966000000000015,-20.0
6102,6160,OUKJZHRCKQJXSU-UHFFFAOYSA-N,-4.2579024627,Cc1cc(c(O)c(C)c1CC#N)C(C)(C)C,217.31199999999995,35,1,0,44.019999999999996,3.372620000000002,136.5
6103,6161,OUKJZHRCKQJXSU-UHFFFAOYSA-N,-4.25789199594504,CC(C)(C)C1C=C(C)C(CC#N)=C(C)C=1O,217.31199999999995,35,1,0,44.019999999999996,3.3726200000000026,136.5
6106,6164,OUPZKGBUJRBPGC-UHFFFAOYSA-N,-1.5189041908,O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4,297.267,36,0,1,103.59,-2.6318999999999972,94.75
6107,6165,OUPZKGBUJRBPGC-UHFFFAOYSA-N,-1.495423095,O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4,297.267,36,0,1,103.59,-2.6318999999999972,94.75
6109,6167,OUZDVNMUZJSWMJ-UHFFFAOYSA-N,-7.564988473274659,O=C1NC(=O)C(C2=NC(=C3C(=O)NC(=O)NC3=O)C3C=CC=CC=32)C(=O)N1,367.2770000000001,36,1,0,162.89999999999998,-1.4513999999999994,460.0
6111,6169,OVBFMEVBMNZIBR-UHFFFAOYSA-N,-0.9786967727,CCCC(C)C(O)=O,116.15999999999998,20,0,0,37.3,1.5072,-85.0
6112,6170,OVCDSSHSILBFBN-UHFFFAOYSA-N,-4.606797936899633,CCN(CC1C=C(C=CC=1O)NC1=CC=NC2=CC(Cl)=CC=C21)CC,355.86900000000014,47,2,1,48.39,5.179200000000003,208.0
6115,6173,OVISMSJCKCDOPU-UHFFFAOYSA-N,-3.8480573526061104,ClCCCCCCCl,155.068,20,0,0,0.0,3.0244000000000018,-13.0
6116,6174,OVISMSJCKCDOPU-UHFFFAOYSA-N,-3.4346473299,ClCCCCCCCl,155.068,20,0,0,0.0,3.0244000000000018,-13.0
6124,6182,OVUBDKNXJHOLMI-UHFFFAOYSA-N,-4.542450297106424,CCC(CCCC)C(=O)NC(CCC(=O)NCCCC)C(=O)NCCCC,383.5770000000002,68,0,0,87.30000000000001,3.3004000000000016,187.4
6126,6184,OWEGWHBOCFMBLP-UHFFFAOYSA-N,-3.7030926455,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2ccnc2,292.766,37,1,1,44.120000000000005,3.729300000000002,96.7
6127,6185,OWEGWHBOCFMBLP-UHFFFAOYSA-N,-3.703084755376685,CC(C)(C)C(=O)C(OC1C=CC(Cl)=CC=1)N1C=NC=C1,292.766,37,1,1,44.120000000000005,3.729300000000002,96.7
6132,6190,OWGNKUKYZPVEFS-UHFFFAOYSA-N,-3.1275010898,CC(=O)CC(=O)Nc1ccc(NC(=O)CC(C)=O)cc1,276.292,36,1,0,92.34,1.5217999999999998,178.0
6133,6191,OWGNKUKYZPVEFS-UHFFFAOYSA-N,-2.9241724122,CC(=O)CC(=O)Nc1ccc(NC(=O)CC(C)=O)cc1,276.292,36,1,0,92.34,1.5217999999999998,178.0
6134,6192,OWHSTLLOZWTNTQ-UHFFFAOYSA-N,-4.6354816214,CCCCC(CC)COC(=O)CS,204.33499999999998,33,0,0,26.3,2.675800000000001,-40.5
6135,6193,OWHSTLLOZWTNTQ-UHFFFAOYSA-N,-4.63547015492636,CCCCC(COC(=O)CS)CC,204.33499999999998,33,0,0,26.3,2.6758000000000006,-40.5
6140,6198,OWMGEFWSGOTGAU-UHFFFAOYSA-N,-2.60637628910118,[O-][N+](=O)C1C=CC(=CC=1)N1CCOCC1=O,222.1999999999999,26,1,0,72.68,0.9579999999999999,152.0
